W,n_0,Ui,UiLocal,maxP,k,baseStationNum,allBaseStationNumber,userNumber,baseStationGain,sTotal,timeMax
16,1.00E-08,"[11, 13, 15, 17, 19, 4]",8,0.5,0.08,5,6,1,"[9.404817147077883e-06, 8.68852127898866e-06, 5.994157286440712e-06, 4.00429796091731e-06, 3.872123357889508e-06, 1.326910590879493e-06]","[5, 6, 7, 8, 9, 0]","[4, 5, 6, 7, 8, 0]"
