W,n_0,Ui,UiLocal,maxP,k,baseStationNum,allBaseStationNumber,userNumber,baseStationGain,sTotal,timeMax
16,1e-08,"[12, 15, 11, 10, 9, 3]",8.0,0.5,0.08,5,6,1,"[5.031080441773329e-06, 1.2768365769555274e-06, 2.0445314912427597e-06, 4.963567015152038e-06, 3.446510483351285e-06, 3.8531827740436216e-06]","[5, 6, 7, 8, 9, 0]","[2, 3, 4, 5, 6, 0]"
