W,n_0,Ui,UiLocal,maxP,k,baseStationNum,allBaseStationNumber,userNumber,baseStationGain,sTotal,timeMax
16,1.00E-08,"[15, 15, 15, 4]",8,0.5,0.08,3,4,1,"[8.68852127898866e-06, 4.00429796091731e-06, 9.404817147077883e-06, 5.994157286440712e-06]","[4, 4, 4, 0]","[4, 4, 4, 0]"
