,time,vt
0,0.1,1.076017897651903
1,0.11,0.9583631954310267
2,0.12,0.8508960162962302
3,0.13,0.7531741430898755
4,0.13999999999999999,0.6647556779446727
5,0.14999999999999997,0.5851993958521442
6,0.15999999999999998,0.5140631014579247
7,0.16999999999999998,0.4509054423119095
8,0.17999999999999997,0.39528420765936156
9,0.18999999999999995,0.3467584199586481
10,0.19999999999999996,0.3048857221963117
11,0.20999999999999996,0.2692251582674618
12,0.21999999999999995,0.23933478880692197
13,0.22999999999999995,0.21477325257922286
14,0.23999999999999994,0.19509872011213703
15,0.24999999999999992,0.1798698595133114
16,0.2599999999999999,0.16829333786349043
17,0.2699999999999999,0.1582195792461348
18,0.2799999999999999,0.1492183165239653
19,0.2899999999999999,0.14114999697156935
20,0.29999999999999993,0.13389563976844776
21,0.30999999999999994,0.12735341737938702
22,0.3199999999999999,0.12143573686520698
23,0.32999999999999985,0.11606812238427403
24,0.33999999999999986,0.11118512418507859
25,0.34999999999999987,0.10673160051782872
26,0.3599999999999999,0.10265865112893216
27,0.3699999999999999,0.09892473001536002
28,0.3799999999999999,0.09549322610423688
29,0.3899999999999999,0.09233227593009466
30,0.3999999999999998,0.08941390123189694
31,0.4099999999999998,0.08671371784900672
32,0.4199999999999998,0.08420994768319955
33,0.4299999999999998,0.08188394078109068
34,0.43999999999999984,0.07971892900300251
35,0.44999999999999984,0.07769997332571317
36,0.45999999999999985,0.07581370378659284
37,0.46999999999999986,0.07404859795884125
38,0.47999999999999976,0.07239425740493492
39,0.48999999999999977,0.0708409436092529
40,0.4999999999999998,0.06938040243591123
41,0.5099999999999998,0.06800525106863664
42,0.5199999999999998,0.06670880911970614
43,0.5299999999999998,0.0654844232859682
44,0.5399999999999998,0.06432693483151083
45,0.5499999999999998,0.06323119322980497
46,0.5599999999999997,0.062192767230357396
47,0.5699999999999997,0.06120748447763373
48,0.5799999999999997,0.06027153423685013
49,0.5899999999999997,0.05938151200300798
50,0.5999999999999998,0.058534405585873514
51,0.6099999999999998,0.05772717443002716
52,0.6199999999999998,0.05695729080193001
53,0.6299999999999997,0.056222252180720356
54,0.6399999999999997,0.05552007565771537
55,0.6499999999999997,0.054848378886839015
56,0.6599999999999997,0.05420540816565676
57,0.6699999999999997,0.053589567148137784
58,0.6799999999999997,0.052999149083569466
59,0.6899999999999997,0.052432808498806445
60,0.6999999999999996,0.05188888078851381
61,0.7099999999999996,0.051366329918888134
62,0.7199999999999996,0.05086398509802436
63,0.7299999999999996,0.05038056411152243
64,0.7399999999999997,0.049915256530334184
65,0.7499999999999997,0.04946687208364879
66,0.7599999999999997,0.04903470497507152
67,0.7699999999999997,0.04861796502270108
68,0.7799999999999997,0.04821565197044042
69,0.7899999999999996,0.0478272798824431
70,0.7999999999999996,0.04745196392541449
71,0.8099999999999996,0.047089326564714
72,0.8199999999999996,0.04673852610102586
73,0.8299999999999996,0.04639905050426908
74,0.8399999999999996,0.0460704640548962
75,0.8499999999999996,0.04575215958518541
76,0.8599999999999995,0.0454438004079087
77,0.8699999999999996,0.04514487656406146
78,0.8799999999999996,0.044854915989468135
79,0.8899999999999996,0.04457358557199666
80,0.8999999999999996,0.0443005394565813
81,0.9099999999999996,0.04403540741807974
82,0.9199999999999996,0.04377782330489057
83,0.9299999999999996,0.04352753509506989
84,0.9399999999999996,0.043284127456169094
85,0.9499999999999995,0.04304746279457317
86,0.9599999999999995,0.04281726350047654
87,0.9699999999999995,0.042593217958962204
88,0.9799999999999995,0.04237510140569609
89,0.9899999999999995,0.04216266870364773
90,0.9999999999999996,0.04195581724027543
91,1.0099999999999996,0.04175410401472757
92,1.0199999999999996,0.04155754738504046
93,1.0299999999999996,0.04136597476277803
94,1.0399999999999996,0.04117893814549562
95,1.0499999999999996,0.04099656064719165
96,1.0599999999999996,0.04081861774588365
97,1.0699999999999996,0.04064487143688853
98,1.0799999999999996,0.040475232844820526
99,1.0899999999999996,0.0403095207915367
100,1.0999999999999996,0.040147564971865
101,1.1099999999999997,0.03998945023218326
102,1.1199999999999997,0.03983479255516443
103,1.1299999999999997,0.03968366881886272
104,1.1399999999999997,0.03953583502372614
105,1.1499999999999995,0.03939121563604331
106,1.1599999999999995,0.03924974380003958
107,1.1699999999999995,0.03911126320895384
108,1.1799999999999995,0.03897578792204386
109,1.1899999999999995,0.0388432091254213
110,1.1999999999999995,0.0387132108832345
111,1.2099999999999995,0.03858597198035116
112,1.2199999999999995,0.03846131251614316
113,1.2299999999999995,0.03833913595501997
114,1.2399999999999995,0.03821949459434236
